2629c5d8-fc85-4692-abcc-ac2a0197093f,Head on
e4b87bae-aa37-4aff-bdf2-9a5cc89a84bf,Head on
ed958d6c-c6d9-4e35-a242-04e02f2363b9,Other (see description)
0539471e-f7c2-4b7c-b74b-60d4a781312f,Hit pedestrian
d0921e26-b59f-4862-be80-a6400bb7bb69,Hit pedestrian
3078e41a-5b5d-49b0-9a96-79443fca5acc,Head on
6265c95a-2688-4d6d-a296-b8b9cd851c37,Hit parked vehicle
b88a00ae-2688-4e75-a293-37536c7c58f5,Head on
28d019c3-a970-442e-ba79-b106f2bee838,Other (see description)
087e1fbc-6a47-4f75-85db-d7ae48f111c1,Head on
0d6c40fa-c406-41cd-b797-8e40e9690e48,Rear end
f5cb2b42-31ff-4fab-9e0f-f7d8f30e8a02,Rear end
36902858-e452-46e4-ab82-9aa6f9097157,Rear end
e856b078-e4ff-4a4c-ab29-f0c9a0258d02,Hit pedestrian
ef33674a-a4c9-47df-822d-96bce82a2457,Side swipe
49b50457-e557-41af-9b31-48682503fc3f,Hit object off road
28c96a9b-12c6-43bc-a688-8c8346d98f44,Hit pedestrian
9fab34f9-19ae-41e9-bf41-4c58bdc6ae23,Hit pedestrian
cc5fbf1e-29dd-4082-9bc5-22577e1d07e2,Head on
e2532e8e-b8b1-44a3-a9d7-2f87a359a0a9,Head on
5653d8fd-ab4b-473d-af8d-081564c4acf9,Hit pedestrian
6146a92c-f544-4096-a5eb-2e5989f46ccd,Head on
6e56679b-5fd1-455b-8545-55c5f7b4fb9f,Hit pedestrian
54b22cde-23dd-4fb3-813e-7906be28fd45,Hit pedestrian
d4b465d6-4e43-4f74-9f11-b9aef5b7551d,Overturned vehicle
5d101494-049d-457a-a739-56c15c3a7099,Hit pedestrian
5605d62e-2824-4b7b-931a-7bf87d414de0,Hit pedestrian
be107934-6fa8-489f-a94a-2d8cb5e6d0ff,Hit pedestrian
3e31dc29-6d3e-4891-8fed-4dd51061d2c2,Side swipe
89e2872f-a996-44fe-b126-28c776f0ce6f,Hit pedestrian
605026a4-5979-4ca6-8e10-297e17e14918,Hit object in road
0565d06b-3b68-4abb-94ec-05066a95ec62,Head on
5d12147c-bed2-4ade-ad45-ef947433abd0,Right angle
c073206a-462a-46af-8949-391e5f4d6316,Side swipe
b2e16847-e2d7-4a26-9a5a-dbb93b8e69a0,Hit pedestrian
6d901002-89a6-426b-9cc0-95c0cc3982ea,Head on
d1a51b4b-a49b-44a3-8264-3cec1ee8e683,Side swipe
49021490-deae-4c48-b7af-68555e558224,Right angle
7747b703-060f-42ec-9708-e10b39316a4d,Hit object in road
378aa26e-6137-4a37-87d0-744dc4e2d961,Side swipe
83d85cb0-d9b8-4553-9851-e480359c6770,Hit pedestrian
439399e9-bfa9-4c8a-a404-b724b0d23e15,Hit pedestrian
1edf13c2-41d4-45a6-b5c4-a056a2604e8b,Hit pedestrian
426cae8a-b438-4100-8cfd-8b23470391d0,Hit pedestrian
85cc89b9-6522-48de-8063-ffd4caec04ec,Head on
7932e102-7e57-454a-a035-effc4080014a,Hit pedestrian
b13fd688-1ed8-4d06-b9db-565d5d2ddf2c,Side swipe
5bc2d620-b7dc-4453-8c12-ca559d6af481,Hit pedestrian
97ae16b7-ea56-4d5d-b1c6-ef921c181dae,Side swipe
2da4bdf5-49f2-4cf2-a088-d44ef9cfe562,Hit object in road
c874ef0a-5fdb-4b49-b930-0188ccbcbd2c,Hit object in road
2b214e03-b508-48b8-a5ef-8f0b0f0251e4,Head on
2ef20125-8431-4afa-91a0-cf468f9a3a51,Head on
828db354-c73c-487e-94f3-f217e2779b97,Side swipe
257aeac4-ab25-444a-be36-9b851828174c,Side swipe
42160ca7-2227-4e8e-ad5d-1d964c31ab1a,Hit animal
e156237a-dbaf-4cc1-9cbf-87b2285ab4df,Side swipe
5ee6d0c9-749c-40aa-b552-a36ada782fd2,Side swipe
11aef931-9e2a-4681-ba91-0a42668cbc5c,Rear end
a5c83512-bc4b-4d96-aa2e-e6efe7b03d6b,Side swipe
1209e176-7556-481d-b6fa-dac309799d60,Side swipe
6a578225-a467-40be-ac7d-0863233273b5,Head on
ddd824d8-0c67-4133-a3e7-c7c78b0a8943,Side swipe
5766e124-7de0-45b3-a742-424ade7380ae,Angle (Other)
9d0ad00d-82dc-4e5c-84ff-2b5da65d983e,Side swipe
e6297364-d8e0-4de3-8f35-aab47ba3a63b,Side swipe
1309a3ec-f760-4c63-923b-6dce41425a68,Rear end
759075dd-558f-484a-a0d2-6c6f9ea5342c,Other (see description)
c432ec33-e2fd-4802-871c-d38204ec5d1b,Head on
e755e2ed-b670-413b-a79f-4fbbcec83cd0,Hit pedestrian
1b85bb0f-2936-4821-bd18-381f2ca435c6,Hit object in road
c6a8c384-f56f-4dae-9603-dfb4761696d1,Hit pedestrian
a9018b6c-7f65-4975-8a14-fb05efefe27a,Side swipe
ef88e61d-14be-403f-ada9-303f61af7dc0,Head on
2930bd77-9454-436f-925a-eaf8884d4c18,Hit pedestrian
15042877-7aba-4cee-9149-aa21631f2067,Hit pedestrian
e7741231-54f6-41d1-8169-e2a89a7b2ae1,Side swipe
8e107346-7b0f-4a0d-aeea-c59f95911a6b,Hit pedestrian
77003af5-fe5e-4700-b9ad-f38c9b6a35de,Head on
6b335f2d-e6bd-41ad-8aca-67a88f2eaed8,Hit pedestrian
6fa3c26b-8db4-46a2-912e-fee9731717ea,Hit pedestrian
7aae9ebc-a8f8-43e7-8cda-445376fedb27,Head on
d56cb7c0-be57-4e07-9233-7a27068c4e5a,Head on
649f4d85-422b-4784-b25a-41148679bbfc,Hit pedestrian
4ccaaad8-0d5d-4f12-b4f5-d4c7cafec76b,Hit object off road
7778d480-bcd2-418c-86bd-35bdc944ccba,Hit object off road
f0e96456-ef48-440f-a333-c59c77fd8739,Side swipe
14546aa5-8dc0-42ea-876e-4ed9e327ae45,Rear end
596ce94d-98df-462c-a8a5-2017b77e9541,Hit object in road
0dd0af4a-3979-4326-bd0f-c9d1737c7e99,Head on
17108f38-41bf-4da7-aa52-8c3cd981be5d,Head on
7b31bee3-c11e-4ac7-97c2-5254a6abb355,Hit pedestrian
5a2aea3c-269e-4b71-aa34-fc6af35ce303,Other (see description)
cf5c1f0e-2b73-48a7-a869-6d1d9ba06f36,Other (see description)
e9745693-05a3-4900-9d74-0728f93169b7,Hit pedestrian
51801e2a-e264-4c1d-b53a-ddf32ab21aa5,Hit object off road
aa94901d-033d-4e43-9a25-335ce11ded26,Other (see description)
6b8c57b8-7529-4b02-8438-22a70aaad713,Side swipe
7e3648bc-6d9f-4c3b-a6a6-39ed13875517,Other (see description)
c0fee960-6c8f-4e3f-ae6e-9863c4c4c1fc,Other (see description)
a9f90c1b-39ce-4060-9faf-482050d61a56,Overturned vehicle
62fe22d3-947f-4a69-b97a-22b35b793dd9,Other (see description)
7e45530c-3984-4933-bb3f-e9cf17fa87a8,Overturned vehicle
103b47c8-066b-47df-8f68-6d4c4edc3b0e,Other (see description)
961f83a0-2ad5-42ad-b1ae-83e6edc61664,Head on
3df749d7-e8c9-4d46-90b1-14c2f1d22ba8,Side swipe
7b7c8c37-3e04-4c05-b24b-4bc3f7deef4a,Hit pedestrian
5f0565cd-27a9-4b9d-ac5d-9f8af5ed2e7e,Side swipe
5b489389-4624-45d7-b251-ea6469f6a032,Overturned vehicle
4c010a7e-fa49-4ad7-8848-7832ae758ac2,Rear end
19638acc-1477-46b5-84bc-df6c770076a1,Head on
958eada7-7897-47b0-a25a-7097734140ae,Hit animal
8c09854a-8183-40ed-994f-76b2a5003ca2,Head on
1aaad693-8b33-483d-bd25-4e13f6cf2f52,Head on
dab7a1f2-21e2-41dd-9ecc-18726571f2b3,Head on
5e2dbe68-9691-4d51-b27a-44261a93af09,Other (see description)
57b35982-2948-46c1-b45b-04610f8bbfc2,Head on
202ea568-69d9-45ed-b89d-00b130c2029e,Head on
a5c65f1d-ba81-4015-8d2c-138cffb2b325,Hit animal
bf8a1c26-1829-4751-a7f1-89093f7ec063,Head on
d8710bd0-68a1-4cb6-830d-33fadadf1cf5,Head on
5df2b198-8409-4d97-8a39-aa4b4e5ed94b,Head on
a829de91-85ba-46e4-90c0-7c71b2749037,Head on
13289323-e74b-4d18-9e50-e30ef51156db,Head on
0dfc4826-0f9e-4511-8ba3-afa57bdaeb5a,Head on
4363c01c-ec1a-436f-8d20-f492bc43d971,Hit pedestrian
6da36778-b2aa-4d13-afa8-a1a5fae0b14d,
aead51cd-8385-4cd6-b61d-a199a621135b,Head on
f91f11de-a464-4993-83ec-16cb38b50293,Hit pedestrian
266bad65-0804-4e0b-b265-ccac15d4bf73,Rear end
c28bbadd-33d7-425c-b9da-f1b6075c8e5b,Rear end
ed64da28-2950-4c67-86f7-227586a03dc5,Other (see description)
969f0cd3-9c2c-4eb4-a0b3-1979423ccf96,Other (see description)
ba5fc5ab-0967-4c77-af1f-225c0b05a43d,Right angle
9cfdf299-ba4f-4d14-a0d9-be635580e125,Right angle
c20ddf15-321c-46a6-baf5-565219e07773,Other (see description)
bf654a1f-a0df-43bc-b738-15829eb285fb,Side swipe
8769b308-af6b-4e35-93d6-8c6201d50eae,Side swipe
683ce575-1f28-4725-a351-673566f30c63,Side swipe
8a9f3c19-bc52-40ca-8c29-c0d5a65a170e,Side swipe
3ac27bcd-21a2-4d15-9846-bedda60692f2,Side swipe
b45cde3f-f350-4877-b0ae-056db288a4b1,Hit object off road
a239fc04-ca9a-40fe-8bc2-738b481e010c,Rear end
e164de41-af36-4126-9014-bf7570c2ddfb,Side swipe
58ebe272-e2e7-4fe2-9c4d-c4da794a71f9,Rear end
d09c819c-227e-46a4-9177-e82b1179d32e,Other (see description)
70e831dd-4482-4a4a-a0e1-0fccc2d92d36,Overturned vehicle
d10d2dde-678b-47c8-8757-9d61e22748d3,Overturned vehicle
6c9a68a7-dcdf-4af6-8c26-b4a844c19aa8,Hit pedestrian
a9041e3e-183a-4ec3-bbfe-5879ed018857,Side swipe
83bde932-ff3d-475c-84d2-503922159a7e,Rear end
c4cdee38-dbaf-4338-922c-d833b631628b,Hit pedestrian
6d7566f5-106a-4b7f-a623-5b632f3073b4,Hit parked vehicle
82e3a58c-2ec0-43ff-a2eb-8a4113e91689,Head on
0fc01748-8815-4ff0-9ef0-ea5502e560d8,Head on
76b6fb1f-9494-4507-bf95-3b4b1479e253,Head on
73fb7af1-e413-4730-bcff-31d3a3170b26,Hit pedestrian
ea2cc0fd-7cce-4590-ae70-ecec40d9be9a,Side swipe
352e7f5b-b06c-4d91-a0b2-4f565c6a0ddd,Side swipe
1707aa5e-7ff1-4d70-b086-88addcb26ec7,Head on
7ca3d768-d8f5-4562-bed5-01032e83e91a,Rear end
2367a01a-cf10-4330-9e18-4b7e0a847b09,Rear end
528a7561-467a-496e-9e73-e4db95601967,Head on
202c0b54-f28d-41d0-8df5-2aa1b21d2a0f,Hit pedestrian
5ae81c72-6155-4ae3-bf86-d19a02bb923e,Side swipe
d30e1a80-eef1-444e-8b45-fe2040f55a50,Other (see description)
ef04d796-55fa-4fa0-8aa3-60a18eb8809f,Side swipe
443525c1-14e3-4800-b8d8-6c2ed0493315,Head on
a46c3248-032d-45fc-8d3d-54c2fcc8424a,Head on
0a6df215-1210-4b72-9c67-41ffbe3de85e,Other (see description)
9262a1c6-7d37-4291-9a2b-1a4de015c59f,Head on
27c8dac4-4a87-4ca5-a917-818ec3c5ef5b,Side swipe
686d4c43-f8fa-475c-9243-4bf1b5fed001,Other (see description)
e0a575ec-fae6-4274-a568-436f7bffad67,Other (see description)
4f524f0f-1dc2-4dfb-bba7-1daff40dc161,Side swipe
8ad5eb70-a42d-409c-bc2e-44146bfb0beb,Other (see description)
fe198855-bbf2-48d1-9fb8-cce234e7a512,Head on
371b3fd3-aeb3-42a7-8747-32dca93bc821,Head on
98654716-2f96-4291-afda-51de410d5856,Head on
a58ef4ef-fe36-4749-9a9f-c7c707723e21,Other (see description)
04faba3d-5390-472d-9388-1ae7f7bea00f,Side swipe
8d3ed4e6-14b8-40a4-8827-be60b6cf3ccc,Side swipe
846e9465-848b-43da-8246-f0d0360b30b2,Hit pedestrian
4ca5de05-18e0-4cb1-8680-fd5c4bc9b8b6,Hit pedestrian
1085a82f-19b2-4931-bfda-da76f2b231bb,Hit object off road
449563b7-57e8-40fd-a28e-71a0444c03af,Overturned vehicle
d090eaa9-5334-45c2-8c49-0b3fde13c798,Right angle
eec11b99-fe19-4f2e-99fe-8ba5786ef837,Head on
397a9bf6-2db0-4a27-910d-c846ae13a8cc,Head on
623dfee5-1606-4a05-850d-9b1a76f17f5e,Right angle
8364258e-b9ab-4317-a4d1-eb3f191c4d03,Rear end
1877650d-1449-4f45-93fd-5e5061d36a62,Rear end
c0f58d2d-1746-47a0-8485-1fd9ef7b0366,Head on
364c0086-0b5e-4cc5-b04d-d0e5d8cec103,Right angle
119c6da8-5cc7-471c-8c4c-ac475242eed7,Head on
8b6ceb33-9efe-474e-8f78-2d80609904e6,Head on
e076ab3f-6cba-4c91-9f6b-a96dcf4d8535,Overturned vehicle
18b2cbf3-8cd7-4bbd-b5a4-e3a2a92dfe6d,Right angle
188ce01e-305f-4f17-b6a5-b4e36c492963,Hit pedestrian
3e9afa03-52ee-4eb7-8f28-c8c4db80ed68,Head on
2a19cc4b-f06b-4f1e-b6ac-4d55c23bd74d,Hit object off road
46c3eec4-34fb-442c-9502-a4fd5f8904c2,Hit object off road
ce83eda1-ea97-47d1-8bfd-b8624b2e0b35,Hit object off road
22a190c4-46ae-469a-a176-26c9f351575d,Hit pedestrian
100d8cba-ccfd-4558-b3e4-346cbc7fca5c,Side swipe
bc5daeda-5bc2-4488-a19b-bc2ac98bd357,Other (see description)
e96015fe-c881-4a8a-b4f2-6107a5e3019f,Angle (Other)
ff223d9a-7f9c-4b24-bc7c-6537c37afd91,Side swipe
44fd4cb6-b8f6-497f-acff-97677883b1f2,Side swipe
8eaf0af3-396f-475e-a4fb-5aee29576e56,Angle (Other)
fc1e14e0-d49e-48b4-becd-1abfe9847116,Head on
efa4936a-7f65-4729-8d59-2802f7f2abfe,Rear end
151477dd-687d-4e46-b1ff-fdf7f4dafb8a,Side swipe
aaf20e2d-c6ed-4938-bf7d-dead2623c568,Side swipe
56f18ef3-c460-492a-aa9e-049041e13974,
c480f415-efa4-4c28-8493-41a2bc2fc60d,Side swipe
7b63b58a-693f-46b4-a95e-83e9a0574e5b,Other (see description)
bf68e127-c0f4-4809-88e7-0d0f23f9b148,Other (see description)
975da78c-a649-4103-96ee-dbfc085c5109,Overturned vehicle
842588ef-cd8a-42dc-a9cd-c2134d7c2fee,Other (see description)
14ac4704-94af-4339-aa9f-21a4708773e0,Hit object in road
2cd2f36a-4555-4094-ab99-d47bede5d116,Side swipe
ea473292-feac-4fc7-bf28-ee5a0dad416b,Side swipe
31373b30-ed82-435c-bc23-159356fb1d09,Side swipe
d956efda-567a-4e4b-85df-e46552a246e3,Head on
8e170e23-2db2-4a04-aab4-309c9e0f62fc,Hit object in road
490d19c6-147b-4f35-a3d1-099c3bf345de,Head on
fc5ea8fe-3d47-4992-a736-759c52ea08b3,Hit pedestrian
0b829ae1-5d15-4d2e-a334-90b1aeadb5a4,Hit animal
570150cd-f17e-4749-9ca5-6a6979f5bd04,Rear end
d2753521-aa18-46cb-a97c-df46957ace73,Head on
abdfb253-9312-4f20-a7b1-21b88ff17011,Head on
ae4ec5d6-6d1d-4962-807a-0d36523c7430,Head on
73249ecf-f5fa-483a-bf2a-4025480a3fa8,Hit pedestrian
79b9f65b-deb8-4882-b11f-4975969adc90,Overturned vehicle
51dcb577-ecd0-411b-ac34-5862553eeaa0,Other (see description)
b96d5f38-563c-4c29-98e0-62637d6f6882,Head on
390c55d5-20d4-461d-a400-93e1e5662826,Rear end
139a327e-fa2d-44eb-a6a4-92944bb65645,Hit pedestrian
c17a505c-f143-49e4-8ddf-09388c49e4ed,Hit pedestrian
230ac287-e4a8-47e9-a033-36d38fa01e98,Hit pedestrian
b4b47da6-6ba1-4be0-8ed2-571f7da935f6,Rear end
81e76af8-adc4-4e72-986b-db9b5a8215b5,Hit pedestrian
d9428335-a617-4d9a-b9fa-8c4dd3333c8c,Hit pedestrian
344db825-8bdd-48f4-aff8-fbeb4d6d38bd,Head on
ca220f53-9a29-49c1-bba0-07e32b800910,Head on
0d83d9ff-c1fb-4590-8e5e-36f5944cf49a,Hit pedestrian
b143e6ac-6162-4dd2-be20-10cdd38960e8,Right angle
4b49b7cd-2d58-4298-9868-fb9d23abfbb8,Rear end
675724ca-8d5f-466a-bcec-f25d164cff3b,Rear end
49c365a0-e341-4633-ae80-ae1081774dca,Rear end
8f91ad2e-4df5-43d6-bd67-18fe157d3336,Rear end
7458573d-c310-401c-8b14-8bbc7efb5c17,Hit parked vehicle
d97ece46-be02-43e3-a628-6a542848d9a0,Rear end
6c4fee63-7867-4d4c-a815-40752739974a,Side swipe
3619cdf7-7fcd-41d6-b80b-4e9efdca6307,Angle (Other)
7f1238de-36ef-427f-a7f4-137b970a0847,Rear end
a92d519b-f4f7-40e9-a20a-56a684ab605a,Rear end
0066dae9-a003-4824-8a72-d3ed80e07d92,Rear end
e4944abc-ba19-4bae-b8ef-4c2d9b75b2ae,Hit object off road
9896da67-115b-46ef-9b0a-1c105e1b12d3,Head on
a2691f20-969a-4d38-a760-f2b2202a3b1b,Side swipe
89a8eb94-c860-4d79-8337-574ed4cffc29,Head on
77c07aea-a3a8-4662-9778-52814e9a0c38,Head on
25de8d43-829f-4449-a0b3-f74f49b4a2ab,Hit pedestrian
781928de-9e59-419b-bf79-9a5f69015dff,Hit pedestrian
2e943aaf-48b1-4c15-ba4e-257e16de42a9,Head on
6d1040a5-60e1-4a75-94ae-2ee9d658a048,Head on
fc43334f-acbc-4367-b6b4-cc119d8fc876,Other (see description)
b6b5d5e5-17b9-4f17-85c4-f2e613d043a5,Head on
3675837d-0eb3-4ad7-b57e-b0af57067c86,Side swipe
72c726f0-9ce3-4a49-af68-b99d608565db,Other (see description)
f531518d-ea74-4d86-afa2-9e46da9141ce,Head on
44bca47b-c6f2-49fe-8ffd-4d1660793d06,Overturned vehicle
4f864f87-9765-423e-856f-d0bbeb523dac,Hit pedestrian
bd52f74c-3616-4975-967c-541cd9d33fed,Hit pedestrian
275f5c3b-d6cd-404c-ad7b-ee726987c8ee,Rear end
99d34ae4-dd06-4959-b76d-8c1607df8b73,Head on
d063aad7-c794-41ce-b1dc-f230b553a426,
7071f560-2314-4a09-85c8-0052d99a77cf,
833953b8-594a-448e-a280-f11e53b1cf06,Right angle
1cfe5192-0eb7-4acf-b0f4-4fc5ad33fb37,
2e749fb0-7589-4724-98fe-226be4ba1494,
472b010c-5c5d-4741-9acd-eaf8c7e51227,
8d49a93c-36e4-4e27-970a-3b74fa9a9d86,
868a59dc-bde7-4808-b1af-b9ea6a14e8e4,
2623fc8c-df84-40af-95c8-5f806ec3b24c,Side swipe
702a4d75-70aa-4237-953e-10139f892446,Side swipe
9eb8b1e7-3823-45dd-ac55-30b6edbb0aa4,Head on
5e50d7e8-e969-4827-b34a-65d9a647b32a,Head on
7586730d-280b-4757-b05b-40532056a766,Side swipe
d96437c0-de20-4566-a570-0eea3821b3ae,Head on
099a8bf4-646d-4b4c-b8fa-0725f5927d75,Hit pedestrian
71657d09-e5a1-47a3-9b24-2df421e6040f,Rear end
ea2c58ab-691f-4885-9e92-5a6e781201ca,Head on
617dc8f1-ccdc-469c-b290-aac0fbbe8a41,Side swipe
43626a89-4eb8-4a3b-a7d5-c400960adc88,Side swipe
9c6a4b68-de18-48a1-8f49-de1880dd652a,Head on
5d917923-69fc-453c-a020-ef1228a8e7db,Head on
3677277e-0c6b-49fd-8abb-cd8559ce2130,Hit object off road
da8fa258-48b5-441d-96b1-2b7130d5ae60,Hit object off road
11ffa3a9-b6c7-47b9-aa5c-5cb3cce5b110,Angle (Other)
6c374e9d-de36-4432-9e38-497adabd2abc,Overturned vehicle
a85741b2-bd25-4791-b811-78389f2480fb,Side swipe
1e76f15e-abfb-4a50-8780-4fcadc9b6431,Hit pedestrian
cbb5756f-50ce-4233-a71b-c90611ef0232,Head on
26b6ea5b-58fb-4e5f-bafb-942ca728910a,Head on
80ccbc9a-38da-475d-bb47-d837436f6d77,Side swipe
6fc66f87-5980-4da0-832f-2aac147b765f,Side swipe
5cf0e46e-3ac3-42c7-a48c-75e8dbb3be1d,Side swipe
652d1a3f-47cd-4102-8745-3f12024558c2,Hit animal
7174e418-c818-4721-8499-2b17f7effdbd,Overturned vehicle
5816ea40-1068-4b33-bdc9-f84adc76f1cf,Overturned vehicle
a5ac32e4-5471-4626-a237-b28be2f0625a,Overturned vehicle
0e420604-3931-40ed-9540-03bac3c52855,Other (see description)
d2f37638-1b67-4e69-9d52-123f69767b73,Overturned vehicle
4cf46e42-5ac1-4770-8078-27084e21e293,Overturned vehicle
91ac810f-9f1f-4c7e-a201-502f5dd18074,Overturned vehicle
a7841cb8-3017-4374-94fb-bbe01185555d,Angle (Other)
4d8de656-5385-4833-a94c-51c465e3dcf1,Hit pedestrian
3f0af519-4026-484e-b1b3-6c159fbe6435,Head on
b2643f73-cd53-44ab-bf00-078444b2ad05,Hit pedestrian
0969a437-51e4-4025-bd0d-d9d05cf7cffe,Hit pedestrian
0addf55a-ad8e-4640-a002-edd8db4393f5,Hit pedestrian
13e1e00f-6cd6-40aa-b924-761548201b19,Right angle
270ee4bc-3fa9-4e3e-842c-3332c0a808fc,
6e5e07f5-5005-4f08-9cbb-11f7dffc1527,Head on
