0066dae9-a003-4824-8a72-d3ed80e07d92,2
03fcb692-3efa-442c-9518-16a01c25c552,2
04faba3d-5390-472d-9388-1ae7f7bea00f,1
0539471e-f7c2-4b7c-b74b-60d4a781312f,1
0565d06b-3b68-4abb-94ec-05066a95ec62,2
087e1fbc-6a47-4f75-85db-d7ae48f111c1,2
0969a437-51e4-4025-bd0d-d9d05cf7cffe,1
099a8bf4-646d-4b4c-b8fa-0725f5927d75,1
0a6df215-1210-4b72-9c67-41ffbe3de85e,2
0addf55a-ad8e-4640-a002-edd8db4393f5,1
0b829ae1-5d15-4d2e-a334-90b1aeadb5a4,1
0d2bb783-7759-43fd-9f1b-e981dffddc3a,2
0d3de872-68ab-474b-9208-47104b9f865a,2
0d6c40fa-c406-41cd-b797-8e40e9690e48,2
0d83d9ff-c1fb-4590-8e5e-36f5944cf49a,2
0dd0af4a-3979-4326-bd0f-c9d1737c7e99,1
0dfc4826-0f9e-4511-8ba3-afa57bdaeb5a,2
0e420604-3931-40ed-9540-03bac3c52855,1
0e5ee714-058d-4b8c-b86c-bdf05d2b7efb,2
0fc01748-8815-4ff0-9ef0-ea5502e560d8,2
100d8cba-ccfd-4558-b3e4-346cbc7fca5c,1
103b47c8-066b-47df-8f68-6d4c4edc3b0e,2
1085a82f-19b2-4931-bfda-da76f2b231bb,1
10a55461-d03c-41d1-8e7a-0d755b2bfa63,2
119c6da8-5cc7-471c-8c4c-ac475242eed7,2
11aef931-9e2a-4681-ba91-0a42668cbc5c,2
11ffa3a9-b6c7-47b9-aa5c-5cb3cce5b110,2
1209e176-7556-481d-b6fa-dac309799d60,2
12cdb51f-65d8-436f-b7aa-3e39e55b828c,2
1309a3ec-f760-4c63-923b-6dce41425a68,2
13289323-e74b-4d18-9e50-e30ef51156db,2
139a327e-fa2d-44eb-a6a4-92944bb65645,1
13e1e00f-6cd6-40aa-b924-761548201b19,2
14094787-bbd3-4bb7-890b-7af04c8598e2,2
14546aa5-8dc0-42ea-876e-4ed9e327ae45,3
14ac4704-94af-4339-aa9f-21a4708773e0,1
15042877-7aba-4cee-9149-aa21631f2067,1
151477dd-687d-4e46-b1ff-fdf7f4dafb8a,1
152cf2e4-8157-452f-8445-8fa1a0fd5734,1
1707aa5e-7ff1-4d70-b086-88addcb26ec7,2
17108f38-41bf-4da7-aa52-8c3cd981be5d,1
1877650d-1449-4f45-93fd-5e5061d36a62,2
